"","Transect","Station","Date","Tile.Type","Tile","Tile.Date","Taxa","cover_sum"
"935",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","BS",0.646055834708723
"936",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","FSS",0.00325559666400129
"937",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","GEP",0.00477565865884223
"938",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","ME",0.0244956170915093
"939",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","PER",0.0472289978375363
"940",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","PV",0.00909692460029747
"941",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","REP",0.0690980428726176
"942",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","SA",0.00792697470453198
"943",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","SB",0.00762648083623693
"944",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","SPT",0.00985997921633352
"945",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","US1",0.00254216027874564
"946",1,6,"20/01/2022","R","1 6 R","1 6 R 20/01/2022","US2",0.00756424367667814
"947",1,6,"20/01/2022","S","1 6 S","1 6 S 20/01/2022","AM",0.108433734939759
"948",1,6,"20/01/2022","S","1 6 S","1 6 S 20/01/2022","BC",0.0356886981934874
"949",1,6,"20/01/2022","S","1 6 S","1 6 S 20/01/2022","BS",0.781124497991968
"950",1,6,"20/01/2022","S","1 6 S","1 6 S 20/01/2022","CHM",0.00290065995253308
"951",1,6,"20/01/2022","S","1 6 S","1 6 S 20/01/2022","PER",0.0188786327235219
"952",1,6,"20/01/2022","S","1 6 S","1 6 S 20/01/2022","PV",0.100548181310259
"953",1,6,"20/01/2022","S","1 6 S","1 6 S 20/01/2022","REP",0.00301695008332976
"954",1,6,"20/01/2022","S","1 6 S","1 6 S 20/01/2022","SB",0.014605850273866
"955",1,6,"20/01/2022","S","1 6 S","1 6 S 20/01/2022","SPT",0.0393030977656165
"956",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","AM",0.319277108433735
"957",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","BC",0.22289156626506
"958",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","BS",0.401606425702811
"959",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","FSS",0.00105790725326992
"960",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","GS",0.0140562248995984
"961",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","LS",0.00115434007134364
"962",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","ME",0.112449799196787
"963",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","OS",0.00602409638554217
"964",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","PL",0.00401606425702811
"965",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","PS",0.0195777645659929
"966",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","PV",0.0694409395011675
"967",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","RSW1",0.0342342449464923
"968",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","SB",0.0180722891566265
"969",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","US1",0.314958828894651
"970",1,6,"20/07/2020","S","1 6 S","1 6 S 20/07/2020","US2",0.00200803212851406
"971",1,6,"21/01/2020","R","1 6 R","1 6 R 21/01/2020","AM",0.435567513975319
"972",1,6,"21/01/2020","R","1 6 R","1 6 R 21/01/2020","BC",0.0464748303624793
"973",1,6,"21/01/2020","R","1 6 R","1 6 R 21/01/2020","BS",0.445437436276061
"974",1,6,"21/01/2020","R","1 6 R","1 6 R 21/01/2020","FSS",0.00824016453960552
"975",1,6,"21/01/2020","R","1 6 R","1 6 R 21/01/2020","ME",0.000220095124851367
"976",1,6,"21/01/2020","R","1 6 R","1 6 R 21/01/2020","PV",0.0247738323257692
"977",1,6,"21/01/2020","R","1 6 R","1 6 R 21/01/2020","REP",0.00361236623067776
"978",1,6,"21/01/2020","R","1 6 R","1 6 R 21/01/2020","SB",0.143591428470977
"979",1,6,"21/01/2020","R","1 6 R","1 6 R 21/01/2020","US2",0.0347072189897872
"980",1,6,"21/01/2020","S","1 6 S","1 6 S 21/01/2020","AM",0.704
"981",1,6,"21/01/2020","S","1 6 S","1 6 S 21/01/2020","BC",0.004
"982",1,6,"21/01/2020","S","1 6 S","1 6 S 21/01/2020","BS",0.328
"983",1,6,"21/01/2020","S","1 6 S","1 6 S 21/01/2020","FSS",0.000394173602853746
"984",1,6,"21/01/2020","S","1 6 S","1 6 S 21/01/2020","ME",0.000517835909631391
"985",1,6,"21/01/2020","S","1 6 S","1 6 S 21/01/2020","PV",0.0595376932223543
"986",1,6,"21/01/2020","S","1 6 S","1 6 S 21/01/2020","REP",0.00226349583828775
"987",1,6,"21/01/2020","S","1 6 S","1 6 S 21/01/2020","SB",0.002
"988",1,6,"21/01/2020","S","1 6 S","1 6 S 21/01/2020","US1",0.00271545778834721
"989",1,6,"27/04/2021","R","1 6 R","1 6 R 27/04/2021","AM",0.0392079221491228
"990",1,6,"27/04/2021","R","1 6 R","1 6 R 27/04/2021","ASRU",0.0606655172413793
"991",1,6,"27/04/2021","R","1 6 R","1 6 R 27/04/2021","BC",0.0891237664473684
"992",1,6,"27/04/2021","R","1 6 R","1 6 R 27/04/2021","BS",0.721093119517543
"993",1,6,"27/04/2021","R","1 6 R","1 6 R 27/04/2021","ME",0.0513816885964912
"994",1,6,"27/04/2021","R","1 6 R","1 6 R 27/04/2021","PS",0.0107079221491228
"995",1,6,"27/04/2021","R","1 6 R","1 6 R 27/04/2021","PSP",0.00285
"996",1,6,"27/04/2021","R","1 6 R","1 6 R 27/04/2021","REP",0.0082039610745614
"997",1,6,"27/04/2021","R","1 6 R","1 6 R 27/04/2021","SA",0.0107079221491228
"998",1,6,"27/04/2021","R","1 6 R","1 6 R 27/04/2021","SB",0.03705
"999",1,6,"27/04/2021","S","1 6 S","1 6 S 27/04/2021","AM",0.00401606425702811
"1000",1,6,"27/04/2021","S","1 6 S","1 6 S 27/04/2021","BS",0.983935742971888
"1001",1,6,"27/04/2021","S","1 6 S","1 6 S 27/04/2021","ME",0.00200803212851406
"1002",1,6,"27/04/2021","S","1 6 S","1 6 S 27/04/2021","SA",0.0100401606425703
"1003",1,6,"27/10/2019","R","1 6 R","1 6 R 27/10/2019","AM",0.447652007017544
"1004",1,6,"27/10/2019","R","1 6 R","1 6 R 27/10/2019","BC",0.0549599087719298
"1005",1,6,"27/10/2019","R","1 6 R","1 6 R 27/10/2019","BS",0.427036161403509
"1006",1,6,"27/10/2019","R","1 6 R","1 6 R 27/10/2019","FSS",0.00274122807017544
"1007",1,6,"27/10/2019","R","1 6 R","1 6 R 27/10/2019","GS",0.0775565964912281
"1008",1,6,"27/10/2019","R","1 6 R","1 6 R 27/10/2019","PS",0.0029184
"1009",1,6,"27/10/2019","R","1 6 R","1 6 R 27/10/2019","PV",0.021317384083276
"1010",1,6,"27/10/2019","R","1 6 R","1 6 R 27/10/2019","SB",0.149141045614035
"1011",1,6,"27/10/2019","R","1 6 R","1 6 R 27/10/2019","US1",0.0956366316874231
"1012",1,6,"27/10/2019","R","1 6 R","1 6 R 27/10/2019","US2",0.0421946492271106
"1013",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","AM",0.798
"1014",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","BC",0.006
"1015",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","BS",0.248
"1016",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","GS",0.002
"1017",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","LS",0.000127229488703924
"1018",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","ME",0.00194970273483948
"1019",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","PD",0.00462925089179548
"1020",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","PV",0.0509561236623068
"1021",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","REP",0.000160523186682521
"1022",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","SB",0.002
"1023",1,6,"27/10/2019","S","1 6 S","1 6 S 27/10/2019","US1",0.0107678953626635
"1024",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","AM",0.00148594704684318
"1025",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","BC",0.00279147461321328
"1026",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","BS",0.72155625111659
"1027",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","CHTS",0.00611311551689937
"1028",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","DSPT",0.00427742166005646
"1029",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","FSS",0.010056242568371
"1030",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","LA",0.00249060642092747
"1031",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","ME",0.0297615321399221
"1032",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","OS",0.0100407903669561
"1033",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","PP",0.0727066587395957
"1034",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","RSW7",0.00371248513674197
"1035",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","SA",0.13886210740701
"1036",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","SPT",0.136293643477329
"1037",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","US1",0.00558294922642656
"1038",1,7,"01/04/2022","R","1 7 R","1 7 R 01/04/2022","US2",0.0156007134363853
"1039",1,7,"01/04/2022","S","1 7 S","1 7 S 01/04/2022","AM",0.0024615933412604
"1040",1,7,"01/04/2022","S","1 7 S","1 7 S 01/04/2022","BC",0.00404040404040404
"1041",1,7,"01/04/2022","S","1 7 S","1 7 S 01/04/2022","BS",0.6
"1042",1,7,"01/04/2022","S","1 7 S","1 7 S 01/04/2022","DSPT",0.00202020202020202
"1043",1,7,"01/04/2022","S","1 7 S","1 7 S 01/04/2022","ME",0.00202020202020202
"1044",1,7,"01/04/2022","S","1 7 S","1 7 S 01/04/2022","PS",0.0307089179548157
"1045",1,7,"01/04/2022","S","1 7 S","1 7 S 01/04/2022","PSP",0.00244256837098692
"1046",1,7,"01/04/2022","S","1 7 S","1 7 S 01/04/2022","REP",0.349494949494949
"1047",1,7,"01/04/2022","S","1 7 S","1 7 S 01/04/2022","SA",0.00404040404040404
"1048",1,7,"01/04/2022","S","1 7 S","1 7 S 01/04/2022","SPT",0.0303030303030303
"1049",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","AM",0.00152
"1050",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","BC",0.00285544590643275
"1051",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","BS",0.667021023391813
"1052",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","BZSP",0.00152
"1053",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","CHON",0.00555136741973841
"1054",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","DLSCR",0.0116373365041617
"1055",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","FSS",0.00285544590643275
"1056",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","GSWD2",0.00256646848989298
"1057",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","LA",0.00152
"1058",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","ME",0.135866944444444
"1059",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","OS",0.0100863377192983
"1060",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","PP",0.00326492271105826
"1061",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","PS",0.0315397146254459
"1062",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","REP",0.0739263377192983
"1063",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","SA",0.0488681213450292
"1064",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","SPT",0.104782580409357
"1065",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","US1",0.165007158145065
"1066",1,7,"09/10/2021","R","1 7 R","1 7 R 09/10/2021","US2",0.0298916765755054
"1067",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","AM",0.0020746887966805
"1068",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","BC",0.004149377593361
"1069",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","BS",0.526970954356846
"1070",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","BZSP",0.0216355529131986
"1071",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","FSS",0.00385196195005945
"1072",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","ME",0.0601659751037344
"1073",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","PS",0.198356956004756
"1074",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","REP",0.282157676348548
"1075",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","SA",0.00622406639004149
"1076",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","SPT",0.0352697095435685
"1077",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","US1",0.200336147443519
"1078",1,7,"09/10/2021","S","1 7 S","1 7 S 09/10/2021","US2",0.0103734439834025
"1079",1,7,"12/04/2020","R","1 7 R","1 7 R 12/04/2020","AM",0.210739964912281
"1080",1,7,"12/04/2020","R","1 7 R","1 7 R 12/04/2020","BC",0.0595146807017544
"1081",1,7,"12/04/2020","R","1 7 R","1 7 R 12/04/2020","BS",0.641267866666666
"1082",1,7,"12/04/2020","R","1 7 R","1 7 R 12/04/2020","FSS",0.0189274435446524
"1083",1,7,"12/04/2020","R","1 7 R","1 7 R 12/04/2020","ME",0.0221069964912281
"1084",1,7,"12/04/2020","R","1 7 R","1 7 R 12/04/2020","OS",0.01474661117717
"1085",1,7,"12/04/2020","R","1 7 R","1 7 R 12/04/2020","SA",0.0339577684210526
"1086",1,7,"12/04/2020","R","1 7 R","1 7 R 12/04/2020","SPT",0.00274122807017544
"1087",1,7,"12/04/2020","R","1 7 R","1 7 R 12/04/2020","US2",0.0733250891795482
"1088",1,7,"12/04/2020","S","1 7 S","1 7 S 12/04/2020","AM",0.054
"1089",1,7,"12/04/2020","S","1 7 S","1 7 S 12/04/2020","BC",0.022
"1090",1,7,"12/04/2020","S","1 7 S","1 7 S 12/04/2020","BS",0.924
"1091",1,7,"12/04/2020","S","1 7 S","1 7 S 12/04/2020","ME",0.00150618311533888
"1092",1,7,"12/04/2020","S","1 7 S","1 7 S 12/04/2020","TDSP",0.0128570749108205
"1093",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","BC",0.00559434300035804
"1094",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","BS",0.836776305048335
"1095",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","BZSP",0.0648384066587396
"1096",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","ME",0.017144604368063
"1097",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","OS",0.00279717150017902
"1098",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","PP",0.0135586206896552
"1099",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","PS",0.0404436385255648
"1100",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","PSP",0.000247086801426873
"1101",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","RSW4",0.000557907253269917
"1102",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","SA",0.00312259215219976
"1103",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","SPT",0.014347432867884
"1104",1,7,"13/07/2021","R","1 7 R","1 7 R 13/07/2021","US1",0.740173840665874
"1105",1,7,"13/07/2021","S","1 7 S","1 7 S 13/07/2021","BS",0.585365853658537
"1106",1,7,"13/07/2021","S","1 7 S","1 7 S 13/07/2021","BZSP",0.0101626016260163
"1107",1,7,"13/07/2021","S","1 7 S","1 7 S 13/07/2021","ME",0.00813008130081301
"1108",1,7,"13/07/2021","S","1 7 S","1 7 S 13/07/2021","PS",0.102485612366231
"1109",1,7,"13/07/2021","S","1 7 S","1 7 S 13/07/2021","REP",0.024390243902439
"1110",1,7,"13/07/2021","S","1 7 S","1 7 S 13/07/2021","RSW5",0.00133186682520809
"1111",1,7,"13/07/2021","S","1 7 S","1 7 S 13/07/2021","SA",0.00813008130081301
"1112",1,7,"13/07/2021","S","1 7 S","1 7 S 13/07/2021","SPT",0.00813008130081301
"1113",1,7,"13/07/2021","S","1 7 S","1 7 S 13/07/2021","US1",1.02355710681245
"1114",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","AM",0.106380794090489
"1115",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","BAR",0.000251961950059453
"1116",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","BC",0.0277028908303147
"1117",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","BS",0.538603629519142
"1118",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","CHTS",0.00475383268306184
"1119",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","FSS",0.00147692307692308
"1120",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","LA",0.00303602853745541
"1121",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","ME",0.438130527736345
"1122",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","OS",0.0164272294887039
"1123",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","PS",0.00512318668252081
"1124",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","PSP",0.00277452233823425
"1125",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","REP",0.00443076923076923
"1126",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","SA",0.00198561236623068
"1127",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","US1",0.0319771700356718
"1128",1,7,"17/10/2020","R","1 7 R","1 7 R 17/10/2020","US2",0.00277452233823425
"1129",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","AM",0.016
"1130",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","BAR",0.00100986920332937
"1131",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","BC",0.068
"1132",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","BS",0.218
"1133",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","CLS",0.002
"1134",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","CO",0.000373959571938169
"1135",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","FSS",0.00405600475624257
"1136",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","LA",0.0139455410225922
"1137",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","ME",0.672
"1138",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","OS",0.006
"1139",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","REP",0.002
"1140",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","RISS",0.0010731272294887
"1141",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","SA",0.00645873959571938
"1142",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","US1",0.0144287752675386
"1143",1,7,"17/10/2020","S","1 7 S","1 7 S 17/10/2020","US2",0.310056123662307
"1144",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","AM",0.00280289168729595
"1145",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","BC",0.00280289168729595
"1146",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","BS",0.752674710293115
"1147",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","CER",0.00073269916765755
"1148",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","CHTS",0.00148454221165279
"1149",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","FSS",0.00410832342449465
"1150",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","ME",0.0849925375811718
"1151",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","OS",0.0119825879382504
"1152",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","PP",0.0424014648145255
"1153",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","REP",0.00276825208085612
"1154",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","SA",0.184095591137362
"1155",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","SPT",0.121525756108061
"1156",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","US1",0.0087266262045622
"1157",1,7,"20/01/2022","R","1 7 R","1 7 R 20/01/2022","US2",0.118104976547056
"1158",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","AM",0.00597168834600464
"1159",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","BC",0.00173983353151011
"1160",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","BS",0.62020202020202
"1161",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","BZSP",0.0105993694375383
"1162",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","CHTS",0.000797502972651605
"1163",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","ME",0.00432803780972628
"1164",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","PS",0.147020879424447
"1165",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","REP",0.311111111111111
"1166",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","SA",0.00404040404040404
"1167",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","SPT",0.0565279645443736
"1168",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","US1",0.0242821040368008
"1169",1,7,"20/01/2022","S","1 7 S","1 7 S 20/01/2022","US2",0.00808080808080808
"1170",1,7,"20/07/2020","S","1 7 S","1 7 S 20/07/2020","AM",0.02
"1171",1,7,"20/07/2020","S","1 7 S","1 7 S 20/07/2020","BC",0.1
"1172",1,7,"20/07/2020","S","1 7 S","1 7 S 20/07/2020","BS",0.608
"1173",1,7,"20/07/2020","S","1 7 S","1 7 S 20/07/2020","FSS",0.00306825208085612
"1174",1,7,"20/07/2020","S","1 7 S","1 7 S 20/07/2020","LA",0.00741474435196195
"1175",1,7,"20/07/2020","S","1 7 S","1 7 S 20/07/2020","ME",0.24
"1176",1,7,"20/07/2020","S","1 7 S","1 7 S 20/07/2020","PS",0.0573661772385753
"1177",1,7,"20/07/2020","S","1 7 S","1 7 S 20/07/2020","US1",1.23737322243539
"1178",1,7,"20/07/2020","S","1 7 S","1 7 S 20/07/2020","US2",0.034
"1179",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","AM",0.284981992982456
"1180",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","BC",0.0668106807017544
"1181",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","BS",0.551506154385965
"1182",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","CER",0.000244708680142687
"1183",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","FSS",0.0130178444875566
"1184",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","GS",0.00420042807017544
"1185",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","ME",0.0348278269562134
"1186",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","OS",0.042205089204581
"1187",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","REP",0.000452794292508918
"1188",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","SA",0.0726820528443582
"1189",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","SPT",0.0034906929928865
"1190",1,7,"21/01/2020","R","1 7 R","1 7 R 21/01/2020","US2",0.178393366034587
"1191",1,7,"21/01/2020","S","1 7 S","1 7 S 21/01/2020","AM",0.052
"1192",1,7,"21/01/2020","S","1 7 S","1 7 S 21/01/2020","BC",0.02
"1193",1,7,"21/01/2020","S","1 7 S","1 7 S 21/01/2020","BS",0.93
"1194",1,7,"21/01/2020","S","1 7 S","1 7 S 21/01/2020","FSS",0.00362984542211653
"1195",1,7,"21/01/2020","S","1 7 S","1 7 S 21/01/2020","ME",0.000878121284185493
"1196",1,7,"21/01/2020","S","1 7 S","1 7 S 21/01/2020","PSP",0.00246361474435196
"1197",1,7,"21/01/2020","S","1 7 S","1 7 S 21/01/2020","TDSP",0.0128416171224732
"1198",1,7,"27/04/2021","R","1 7 R","1 7 R 27/04/2021","AM",0.00421729725921229
"1199",1,7,"27/04/2021","R","1 7 R","1 7 R 27/04/2021","BS",0.839094011132249
"1200",1,7,"27/04/2021","R","1 7 R","1 7 R 27/04/2021","CHTS",0.00593761157235069
"1201",1,7,"27/04/2021","R","1 7 R","1 7 R 27/04/2021","ES",0.0262351934051998
"1202",1,7,"27/04/2021","R","1 7 R","1 7 R 27/04/2021","ME",0.0249480166279152
"1203",1,7,"27/04/2021","R","1 7 R","1 7 R 27/04/2021","OS",0.00275223701824843
"1204",1,7,"27/04/2021","R","1 7 R","1 7 R 27/04/2021","PSP",0.000156837098692033
"1205",1,7,"27/04/2021","R","1 7 R","1 7 R 27/04/2021","RSW6",0.000416171224732461
"1206",1,7,"27/04/2021","R","1 7 R","1 7 R 27/04/2021","SA",0.01164661117717
"1207",1,7,"27/04/2021","R","1 7 R","1 7 R 27/04/2021","US1",0.000956123662306778
"1208",1,7,"27/04/2021","S","1 7 S","1 7 S 27/04/2021","AM",0.00200400801603206
"1209",1,7,"27/04/2021","S","1 7 S","1 7 S 27/04/2021","BC",0.00200400801603206
"1210",1,7,"27/04/2021","S","1 7 S","1 7 S 27/04/2021","BS",0.983967935871743
"1211",1,7,"27/04/2021","S","1 7 S","1 7 S 27/04/2021","REP",0.00527336504161712
"1212",1,7,"27/04/2021","S","1 7 S","1 7 S 27/04/2021","SA",0.00601202404809619
"1213",1,7,"27/10/2019","S","1 7 S","1 7 S 27/10/2019","AM",0.056
"1214",1,7,"27/10/2019","S","1 7 S","1 7 S 27/10/2019","BC",0.024
"1215",1,7,"27/10/2019","S","1 7 S","1 7 S 27/10/2019","BS",0.63
"1216",1,7,"27/10/2019","S","1 7 S","1 7 S 27/10/2019","CHTS",0.00443269916765755
"1217",1,7,"27/10/2019","S","1 7 S","1 7 S 27/10/2019","FSS",0.0207900118906064
"1218",1,7,"27/10/2019","S","1 7 S","1 7 S 27/10/2019","GS",0.004
"1219",1,7,"27/10/2019","S","1 7 S","1 7 S 27/10/2019","PS",0.00425267538644471
"1220",1,7,"27/10/2019","S","1 7 S","1 7 S 27/10/2019","TDSP",0.0103304399524376
"1221",1,7,"27/10/2019","S","1 7 S","1 7 S 27/10/2019","US1",0.400442925089179
"1222",1,7,"27/10/2019","S","1 7 S","1 7 S 27/10/2019","US2",0.0360770511296076
"1223",2,1,"01/04/2022","R","2 1 R","2 1 R 01/04/2022","AM",0.176887290077986
