"","Transect","Station","Tile.Type","Date","Season","Year","Altitude","Emersion.Rate","AltGroup","Tile","Tile.Date","S","Hill_ev","Hill_dom","Total_cov"
"150","2","2","R",2021-07-13,"Summer",2021,51.75520539,0.820286199,"[50.6,52.0)","2 2 R","2 2 R 2021-07-13",7,2.29674524440812,1.6193477248687,0.876879046372458
"151","2","2","R",2020-10-17,"Autumn",2020,51.75520539,0.820286199,"[50.6,52.0)","2 2 R","2 2 R 2020-10-17",6,2.6461379144575,2.14018743982795,0.861762705163585
"152","2","2","R",2022-01-20,"Winter",2022,51.75520539,0.820286199,"[50.6,52.0)","2 2 R","2 2 R 2022-01-20",6,2.97469160060891,2.52719392710645,1.06896094162083
"153","2","2","R",2020-07-20,"Summer",2020,51.75520539,0.820286199,"[50.6,52.0)","2 2 R","2 2 R 2020-07-20",9,3.32478382014158,2.53489608727654,1.0515604028238
"154","2","2","R",2020-01-21,"Winter",2020,51.75520539,0.820286199,"[50.6,52.0)","2 2 R","2 2 R 2020-01-21",7,2.08676658879021,1.7653200688521,0.949262845511625
"155","2","2","R",2021-04-27,"Spring",2021,51.75520539,0.820286199,"[50.6,52.0)","2 2 R","2 2 R 2021-04-27",6,2.7785747871268,2.30185729466484,0.581558472688291
"156","2","2","R",2019-10-27,"Autumn",2019,51.75520539,0.820286199,"[50.6,52.0)","2 2 R","2 2 R 2019-10-27",8,2.14861572909834,1.79060375928769,0.982501950507099
"157","2","2","S",2022-04-01,"Spring",2022,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2022-04-01",5,2.62721195581227,2.15936918597373,0.924198219394126
"158","2","2","S",2021-10-09,"Autumn",2021,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2021-10-09",13,3.36740484716835,2.43401320672427,1.01146846703579
"159","2","2","S",2020-04-12,"Spring",2020,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2020-04-12",9,2.21432477896183,1.99284807422964,1.01200915576694
"160","2","2","S",2021-01-13,"Winter",2021,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2021-01-13",6,2.91163669234015,2.50716066876338,0.737063657107646
"161","2","2","S",2021-07-13,"Summer",2021,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2021-07-13",8,3.21419566941192,2.44022349012427,1.21652504014612
"162","2","2","S",2020-10-17,"Autumn",2020,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2020-10-17",8,2.69428126532504,2.33108754498353,0.937139714625446
"163","2","2","S",2022-01-20,"Winter",2022,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2022-01-20",6,2.57091497415432,2.13221221585396,0.948828809917315
"164","2","2","S",2020-07-20,"Summer",2020,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2020-07-20",7,3.16250474828726,2.90127113191926,1.69661070154578
"165","2","2","S",2020-01-21,"Winter",2020,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2020-01-21",8,2.13975952779831,2.01308388913846,1.09767847800238
"166","2","2","S",2021-04-27,"Spring",2021,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2021-04-27",5,2.9695751675824,2.57388393146308,0.617959569616792
"167","2","2","S",2019-10-27,"Autumn",2019,51.70946145,0.818939873,"[50.6,52.0)","2 2 S","2 2 S 2019-10-27",9,2.18701159648816,2.04136411095288,1.14969952437574
"168","2","3","R",2022-04-01,"Spring",2022,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2022-04-01",6,2.92926223530651,2.31231617381505,0.643004268251926
"169","2","3","R",2021-10-09,"Autumn",2021,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2021-10-09",11,3.29928097869858,2.6793920550007,0.943703899188198
"170","2","3","R",2020-04-12,"Spring",2020,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2020-04-12",7,2.45389612976835,1.79420339434804,0.57427392692075
"171","2","3","R",2021-01-13,"Winter",2021,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2021-01-13",8,3.54560379884117,2.89682633564026,0.702381717771241
"172","2","3","R",2021-07-13,"Summer",2021,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2021-07-13",7,2.4450178538355,1.80821558141767,0.87270232187478
"173","2","3","R",2020-10-17,"Autumn",2020,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2020-10-17",9,3.93165030342415,3.07810310479347,0.812156036055656
"174","2","3","R",2022-01-20,"Winter",2022,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2022-01-20",6,2.99792700141819,2.45564061262622,0.803070244306159
"175","2","3","R",2020-07-20,"Summer",2020,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2020-07-20",9,3.23972492280531,2.59750041391614,0.851615416792874
"176","2","3","R",2020-01-21,"Winter",2020,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2020-01-21",9,2.36506637513698,1.70483600324755,0.742597921346768
"177","2","3","R",2021-04-27,"Spring",2021,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2021-04-27",9,3.61219997604202,2.71179165431123,0.628973236972355
"178","2","3","R",2019-10-27,"Autumn",2019,51.09374776,0.800484297,"[50.6,52.0)","2 3 R","2 3 R 2019-10-27",6,1.98611081578151,1.52663875431715,0.789153144160044
"179","2","3","S",2022-04-01,"Spring",2022,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2022-04-01",5,3.60386089754921,2.92692528728144,0.88580416470988
"180","2","3","S",2021-10-09,"Autumn",2021,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2021-10-09",9,3.72224691900795,2.93638543358025,1.06686881676431
"181","2","3","S",2020-04-12,"Spring",2020,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2020-04-12",6,1.47901265979304,1.19599151982868,0.767007253269917
"182","2","3","S",2021-01-13,"Winter",2021,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2021-01-13",8,3.56107718151839,2.65664284253519,0.572407486248466
"183","2","3","S",2021-07-13,"Summer",2021,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2021-07-13",9,3.26683138396863,2.38066693690363,0.957900169794881
"184","2","3","S",2020-10-17,"Autumn",2020,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2020-10-17",9,3.32637540076281,2.43874559088024,0.75978644470868
"185","2","3","S",2022-01-20,"Winter",2022,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2022-01-20",5,3.39861904673017,2.71570504971728,0.94519796466649
"186","2","3","S",2020-07-20,"Summer",2020,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2020-07-20",7,3.26385253288907,2.62901638321365,0.840794054696789
"187","2","3","S",2020-01-21,"Winter",2020,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2020-01-21",9,1.38969564203476,1.15279036161815,0.937458620689655
"188","2","3","S",2021-04-27,"Spring",2021,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2021-04-27",7,3.72631094073933,2.84440121978991,0.538131618203437
"189","2","3","S",2019-10-27,"Autumn",2019,51.12734002,0.801535361,"[50.6,52.0)","2 3 S","2 3 S 2019-10-27",6,1.35238287233134,1.14072330257594,0.9794774078478
"190","2","4","R",2022-04-01,"Spring",2022,50.60118066,0.783829253,"[49.8,50.6)","2 4 R","2 4 R 2022-04-01",8,4.79846249741147,4.0758767354072,0.434733462791037
"191","2","4","R",2021-10-09,"Autumn",2021,50.60118066,0.783829253,"[49.8,50.6)","2 4 R","2 4 R 2021-10-09",8,4.09166489453496,3.39263878754433,0.932384240694816
"192","2","4","R",2020-04-12,"Spring",2020,50.60118066,0.783829253,"[49.8,50.6)","2 4 R","2 4 R 2020-04-12",6,2.38218199921005,1.88430543389626,0.355473893168117
"193","2","4","R",2021-01-13,"Winter",2021,50.60118066,0.783829253,"[49.8,50.6)","2 4 R","2 4 R 2021-01-13",9,4.47475768812363,3.75393331071707,0.366630740068562
"194","2","4","R",2021-07-13,"Summer",2021,50.60118066,0.783829253,"[49.8,50.6)","2 4 R","2 4 R 2021-07-13",9,3.11738187589586,2.25666933834764,0.803553572811728
"195","2","4","R",2020-10-17,"Autumn",2020,50.60118066,0.783829253,"[49.8,50.6)","2 4 R","2 4 R 2020-10-17",10,4.25789398844324,3.60149102536418,0.558234264887495
"196","2","4","R",2022-01-20,"Winter",2022,50.60118066,0.783829253,"[49.8,50.6)","2 4 R","2 4 R 2022-01-20",9,4.70511645482925,4.00077042598299,0.59660077883156
"197","2","4","R",2020-01-21,"Winter",2020,50.60118066,0.783829253,"[49.8,50.6)","2 4 R","2 4 R 2020-01-21",7,2.24993147220512,1.78425232362626,0.519193264584768
"198","2","4","R",2021-04-27,"Spring",2021,50.60118066,0.783829253,"[49.8,50.6)","2 4 R","2 4 R 2021-04-27",8,4.28128984288757,3.65533061852882,0.338697578661881
"199","2","4","R",2019-10-27,"Autumn",2019,50.60118066,0.783829253,"[49.8,50.6)","2 4 R","2 4 R 2019-10-27",9,2.79685500359615,2.29011364743344,0.838494045384567
"200","2","4","S",2022-04-01,"Spring",2022,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2022-04-01",7,2.88430775310023,2.3873566402454,1.04975952997132
"201","2","4","S",2021-10-09,"Autumn",2021,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2021-10-09",11,3.27444440263118,2.74421000855402,1.24187288264033
"202","2","4","S",2020-04-12,"Spring",2020,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2020-04-12",5,1.1052269402792,1.03280549057042,0.552877051129608
"203","2","4","S",2021-01-13,"Winter",2021,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2021-01-13",8,4.56948742638511,4.1977518052857,0.651656591615204
"204","2","4","S",2021-07-13,"Summer",2021,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2021-07-13",8,4.38007364136858,3.76498002346237,0.85487880074741
"205","2","4","S",2020-10-17,"Autumn",2020,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2020-10-17",11,4.37249469429407,3.75187031341359,0.828768489892985
"206","2","4","S",2022-01-20,"Winter",2022,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2022-01-20",9,3.18188392699483,2.60776281469414,1.20851848448816
"207","2","4","S",2020-07-20,"Summer",2020,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2020-07-20",12,4.69438485830627,3.38692866319313,1.25131022592152
"208","2","4","S",2020-01-21,"Winter",2020,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2020-01-21",7,1.19417519335935,1.06525237114558,0.660689060642093
"209","2","4","S",2021-04-27,"Spring",2021,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2021-04-27",9,4.56056743430748,4.14904208123325,0.631029856419209
"210","2","4","S",2019-10-27,"Autumn",2019,50.55224979,0.782012769,"[49.8,50.6)","2 4 S","2 4 S 2019-10-27",8,1.93263887010046,1.50670768397947,0.787148394768133
"211","2","5","R",2022-04-01,"Spring",2022,49.99971259,0.75863599,"[49.8,50.6)","2 5 R","2 5 R 2022-04-01",6,3.75512505426023,3.3454987569492,0.497061356353299
"212","2","5","R",2021-10-09,"Autumn",2021,49.99971259,0.75863599,"[49.8,50.6)","2 5 R","2 5 R 2021-10-09",8,3.42224841622803,2.2442049122336,0.972784762987235
"213","2","5","R",2020-04-12,"Spring",2020,49.99971259,0.75863599,"[49.8,50.6)","2 5 R","2 5 R 2020-04-12",6,2.62013550015188,2.29544041125519,0.488652298419698
"214","2","5","R",2021-01-13,"Winter",2021,49.99971259,0.75863599,"[49.8,50.6)","2 5 R","2 5 R 2021-01-13",13,4.67560263098377,4.08048507481415,0.546964017165143
"215","2","5","R",2021-07-13,"Summer",2021,49.99971259,0.75863599,"[49.8,50.6)","2 5 R","2 5 R 2021-07-13",10,4.0462165028509,2.71845692071331,1.16121108689014
"216","2","5","R",2020-10-17,"Autumn",2020,49.99971259,0.75863599,"[49.8,50.6)","2 5 R","2 5 R 2020-10-17",14,5.68774246378842,4.45046506403519,0.619307953241405
"217","2","5","R",2022-01-20,"Winter",2022,49.99971259,0.75863599,"[49.8,50.6)","2 5 R","2 5 R 2022-01-20",6,3.39590802247868,2.5092750570757,0.796351413011272
"218","2","5","R",2020-01-21,"Winter",2020,49.99971259,0.75863599,"[49.8,50.6)","2 5 R","2 5 R 2020-01-21",7,2.70118201823714,2.35240958603336,0.683660114636724
"219","2","5","R",2021-04-27,"Spring",2021,49.99971259,0.75863599,"[49.8,50.6)","2 5 R","2 5 R 2021-04-27",7,4.73331572363782,4.17282434100795,0.532633282283415
"220","2","5","R",2019-10-27,"Autumn",2019,49.99971259,0.75863599,"[49.8,50.6)","2 5 R","2 5 R 2019-10-27",8,2.64973042766599,2.2598625351044,0.783608083104129
"221","2","5","S",2022-04-01,"Spring",2022,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2022-04-01",7,3.25746693979715,2.97620190960017,0.507548720800889
"222","2","5","S",2021-10-09,"Autumn",2021,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2021-10-09",6,3.42789661421924,3.11307681556755,0.583492400224681
"223","2","5","S",2020-04-12,"Spring",2020,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2020-04-12",5,2.16467849236552,1.67933430325926,0.796239239001189
"224","2","5","S",2021-01-13,"Winter",2021,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2021-01-13",8,3.83057324966487,3.37250806544867,0.875605409627803
"225","2","5","S",2021-07-13,"Summer",2021,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2021-07-13",6,4.67545677965908,4.31334571172628,0.699832647748819
"226","2","5","S",2020-10-17,"Autumn",2020,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2020-10-17",8,4.17274909752086,3.71414953009554,1.08334970273484
"227","2","5","S",2022-01-20,"Winter",2022,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2022-01-20",6,3.19603437478294,2.97720495285192,0.56493152952025
"228","2","5","S",2020-07-20,"Summer",2020,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2020-07-20",8,4.58144758103122,3.8480551178178,1.11074696169986
"229","2","5","S",2020-01-21,"Winter",2020,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2020-01-21",5,2.08334335525435,1.57998915758839,0.972490725326992
"230","2","5","S",2021-04-27,"Spring",2021,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2021-04-27",4,3.32312191353149,2.81862557426222,0.681729178995106
"231","2","5","S",2019-10-27,"Autumn",2019,49.9612543,0.756779661,"[49.8,50.6)","2 5 S","2 5 S 2019-10-27",5,1.90444546759577,1.48234083721099,1.02304696789536
"232","2","6","R",2022-04-01,"Spring",2022,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2022-04-01",6,3.35134262726401,2.66898257278521,0.242645410890944
"233","2","6","R",2021-10-09,"Autumn",2021,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2021-10-09",7,2.0565094348115,1.60868360117789,0.435347873216175
"234","2","6","R",2020-04-12,"Spring",2020,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2020-04-12",12,7.40410634959406,5.73475787909475,0.812337920359483
"235","2","6","R",2021-01-13,"Winter",2021,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2021-01-13",11,7.38842708632465,6.37313862004941,0.24217934655334
"236","2","6","R",2021-07-13,"Summer",2021,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2021-07-13",9,4.5832334343321,3.37650309411734,0.522658291541533
"237","2","6","R",2020-10-17,"Autumn",2020,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2020-10-17",10,4.55026319328945,2.99793074186107,0.906681307664662
"238","2","6","R",2022-01-20,"Winter",2022,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2022-01-20",5,2.58291914805146,2.06831008435881,0.31870190890908
"239","2","6","R",2020-07-20,"Summer",2020,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2020-07-20",17,6.26347523980463,4.94230492293828,1.03827829926009
"240","2","6","R",2020-01-21,"Winter",2020,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2020-01-21",11,5.61496715144613,4.32871277731996,0.725951335119102
"241","2","6","R",2021-04-27,"Spring",2021,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2021-04-27",8,6.29853616266944,5.30646158473608,0.0549013744622128
"242","2","6","R",2019-10-27,"Autumn",2019,49.70694757,0.743609574,"[48.7,49.8)","2 6 R","2 6 R 2019-10-27",9,5.39673771411787,3.86565520507182,0.579316619749685
"243","2","6","S",2022-04-01,"Spring",2022,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2022-04-01",8,2.9174059903628,1.8673995751363,0.250054548216768
"244","2","6","S",2021-10-09,"Autumn",2021,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2021-10-09",10,4.27542673444668,2.88485007042132,0.285002200956024
"245","2","6","S",2020-04-12,"Spring",2020,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2020-04-12",9,3.98059591330207,3.22774513300353,0.485237455410226
"246","2","6","S",2021-01-13,"Winter",2021,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2021-01-13",6,4.12225818156049,3.65194759671096,0.485437336504162
"247","2","6","S",2021-07-13,"Summer",2021,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2021-07-13",7,3.36321423566469,2.79690114839999,0.297096432818074
"248","2","6","S",2020-10-17,"Autumn",2020,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2020-10-17",10,4.7507616036715,3.90766038237231,0.97813793967054
"249","2","6","S",2022-01-20,"Winter",2022,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2022-01-20",9,4.25806999026541,2.65392863628889,0.308558788781762
"250","2","6","S",2020-07-20,"Summer",2020,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2020-07-20",8,2.99229205402757,2.08493213332124,1.14120998810939
"251","2","6","S",2020-01-21,"Winter",2020,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2020-01-21",6,1.78330351458471,1.34931127195917,1.38431367419738
"252","2","6","S",2021-04-27,"Spring",2021,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2021-04-27",7,4.30644716847558,3.04705581394632,0.095415142055812
"253","2","6","S",2019-10-27,"Autumn",2019,49.70584005,0.743548627,"[48.7,49.8)","2 6 S","2 6 S 2019-10-27",7,1.89358865572047,1.38069334170149,1.34409607609988
"254","2","7","R",2022-04-01,"Spring",2022,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2022-04-01",7,2.74478519481769,2.23584819570797,0.414458829231156
"255","2","7","R",2021-10-09,"Autumn",2021,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2021-10-09",8,2.22574571260203,1.56104479932017,0.933845755065626
"256","2","7","R",2020-04-12,"Spring",2020,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2020-04-12",13,4.44791908770651,2.91679101900132,0.929103872749651
"257","2","7","R",2021-01-13,"Winter",2021,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2021-01-13",11,5.49814988038244,4.17822167272279,0.0635941147005445
"258","2","7","R",2021-07-13,"Summer",2021,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2021-07-13",8,1.95618732347904,1.4268549107757,1.76738248317923
"259","2","7","R",2020-10-17,"Autumn",2020,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2020-10-17",6,1.76002489377149,1.3758133363496,0.79355243454534
"260","2","7","R",2022-01-20,"Winter",2022,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2022-01-20",6,1.84057620489711,1.39289691304027,0.891797237736536
"261","2","7","R",2020-07-20,"Summer",2020,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2020-07-20",9,3.90855001664524,2.74052835795439,1.18305201696393
"262","2","7","R",2020-01-21,"Winter",2020,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2020-01-21",11,3.74174159545543,2.496878854781,0.946574780941653
"263","2","7","R",2021-04-27,"Spring",2021,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2021-04-27",6,1.85105869006296,1.36181507427043,0.165848444079108
"264","2","7","R",2019-10-27,"Autumn",2019,49.10885382,0.7054662,"[48.7,49.8)","2 7 R","2 7 R 2019-10-27",11,3.54806153526733,2.3422944598193,0.935754755049335
"265","2","7","S",2022-04-01,"Spring",2022,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2022-04-01",2,1.65375486812859,1.47556381946014,0.0200480380499405
"266","2","7","S",2021-10-09,"Autumn",2021,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2021-10-09",4,2.05399286821807,1.76074048201188,0.828793774319066
"267","2","7","S",2020-04-12,"Spring",2020,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2020-04-12",11,2.66936932809263,1.65739142594783,0.578970154577883
"268","2","7","S",2021-01-13,"Winter",2021,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2021-01-13",7,5.39270920996272,4.51672615570152,0.0216799048751486
"269","2","7","S",2021-07-13,"Summer",2021,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2021-07-13",5,1.3713268858246,1.1456642848426,0.903680384797215
"270","2","7","S",2020-10-17,"Autumn",2020,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2020-10-17",9,2.5282306009298,1.66313060542127,0.66181046373365
"271","2","7","S",2022-01-20,"Winter",2022,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2022-01-20",4,1.92253124192874,1.56501182686313,1.21316171280557
"272","2","7","S",2020-07-20,"Summer",2020,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2020-07-20",8,3.07642558683053,2.26748252185263,1.39176527942925
"273","2","7","S",2020-01-21,"Winter",2020,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2020-01-21",13,3.96565004712016,2.61592894348844,0.766547205707491
"274","2","7","S",2021-04-27,"Spring",2021,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2021-04-27",2,1.75363055686269,1.59849437890767,0.0116783590963139
"275","2","7","S",2019-10-27,"Autumn",2019,49.03881478,0.700242545,"[48.7,49.8)","2 7 S","2 7 S 2019-10-27",11,5.16863671573216,4.12406146985475,0.973930558858502
"276","3","1","S",2022-04-01,"Spring",2022,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2022-04-01",6,2.54633357494394,2.11308242872235,0.863466312664388
"277","3","1","S",2021-10-09,"Autumn",2021,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2021-10-09",7,2.51997034722036,2.17406517826209,0.918010922157659
"278","3","1","S",2020-04-12,"Spring",2020,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2020-04-12",6,2.05432217723981,1.59694222484184,0.589785612366231
"279","3","1","S",2021-01-13,"Winter",2021,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2021-01-13",7,2.46459648574935,2.04104424241309,0.960005353394065
"280","3","1","S",2021-07-13,"Summer",2021,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2021-07-13",6,2.5342302997257,2.24922307937886,0.982174340756399
"281","3","1","S",2020-10-17,"Autumn",2020,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2020-10-17",7,2.39162984764674,2.03545709928447,1.01149607609988
"282","3","1","S",2022-01-20,"Winter",2022,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2022-01-20",7,2.63709394441894,2.16179257770368,0.885693540194541
"283","3","1","S",2020-07-20,"Summer",2020,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2020-07-20",5,2.26030819624415,2.0471182252545,1.04556860879905
"284","3","1","S",2020-01-21,"Winter",2020,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2020-01-21",5,1.81405339600844,1.45030565698878,0.742548989298454
"285","3","1","S",2021-04-27,"Spring",2021,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2021-04-27",8,2.55693128798899,2.13469312307484,0.922389220000735
"286","3","1","S",2019-10-27,"Autumn",2019,54.09500432,0.922943323,"[52.0,54.2]","3 1 S","3 1 S 2019-10-27",6,1.80167620052967,1.42475533621946,0.768612841854935
"287","3","2","R",2022-04-01,"Spring",2022,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2022-04-01",5,2.64789964077656,2.10453769017247,0.787342452198449
"288","3","2","R",2021-10-09,"Autumn",2021,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2021-10-09",6,2.63096092566386,2.07911769594576,0.834159470577313
"289","3","2","R",2020-04-12,"Spring",2020,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2020-04-12",6,1.83222715917428,1.46353307200119,0.603268571286627
"290","3","2","R",2021-01-13,"Winter",2021,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2021-01-13",7,2.1263126080785,1.60383017196357,0.634391524776779
"291","3","2","R",2021-07-13,"Summer",2021,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2021-07-13",10,1.99788857095677,1.47571120616109,0.763056914164688
"292","3","2","R",2020-10-17,"Autumn",2020,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2020-10-17",7,2.29280099893636,1.70665780392656,0.763690953628286
"293","3","2","R",2022-01-20,"Winter",2022,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2022-01-20",5,2.69510248613342,2.13274168050308,0.80515032089153
"294","3","2","R",2020-07-20,"Summer",2020,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2020-07-20",8,2.44523268651028,1.65101228405509,0.868805113812428
"295","3","2","R",2020-01-21,"Winter",2020,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2020-01-21",9,1.97737162331437,1.60903969808725,0.724566036017328
"296","3","2","R",2021-04-27,"Spring",2021,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2021-04-27",6,2.29568470583243,1.72012611913098,0.599432933337156
"297","3","2","R",2019-10-27,"Autumn",2019,52.83194613,0.855797277,"[52.0,54.2]","3 2 R","3 2 R 2019-10-27",10,1.9374918829182,1.6205782363381,0.846137904502406
"298","3","2","S",2022-04-01,"Spring",2022,52.8874526,0.857996132,"[52.0,54.2]","3 2 S","3 2 S 2022-04-01",4,2.36961171421786,1.98293358853201,0.927234927234927
"299","3","2","S",2021-10-09,"Autumn",2021,52.8874526,0.857996132,"[52.0,54.2]","3 2 S","3 2 S 2021-10-09",8,2.43597515262808,1.96152859778658,1.02431521877515
